Location,Household Type,TimeFrame,DataFormat,Data,Fips
Upper East Side (CD8),Families without Children,2013,Dollars,194275.7138,108
Upper East Side (CD8),Families with Children,2013,Dollars,260962.99419,108
Upper East Side (CD8),Families,2013,Dollars,215840.53314,108
Upper East Side (CD8),All Households,2013,Dollars,122562.56038,108
Upper East Side (CD8),Families with Children,2012,Dollars,241591.92203,108
Upper East Side (CD8),Families without Children,2012,Dollars,183371.56346,108
Upper East Side (CD8),Families,2012,Dollars,197148.41436,108
Upper East Side (CD8),All Households,2012,Dollars,114942.10127,108
Upper East Side (CD8),Families without Children,2011,Dollars,194590.97736,108
Upper East Side (CD8),Families with Children,2011,Dollars,#VALUE!,108
Upper East Side (CD8),Families,2011,Dollars,228740.862,108
Upper East Side (CD8),All Households,2011,Dollars,124154.25908,108
Upper East Side (CD8),Families with Children,2010,Dollars,278229.34063,108
Upper East Side (CD8),Families without Children,2010,Dollars,176900.69213,108
Upper East Side (CD8),Families,2010,Dollars,208268.80004,108
Upper East Side (CD8),All Households,2010,Dollars,115867.10148,108
Upper East Side (CD8),Families without Children,2009,Dollars,206709.72039,108
Upper East Side (CD8),Families with Children,2009,Dollars,235443.2318,108
Upper East Side (CD8),Families,2009,Dollars,219708.91894,108
Upper East Side (CD8),All Households,2009,Dollars,121965.60984,108
Upper East Side (CD8),Families without Children,2008,Dollars,204233.49037,108
Upper East Side (CD8),Families with Children,2008,Dollars,247943.43928,108
Upper East Side (CD8),Families,2008,Dollars,225623.57087,108
Upper East Side (CD8),All Households,2008,Dollars,136596.99957,108
Upper East Side (CD8),Families without Children,2007,Dollars,211460.49628,108
Upper East Side (CD8),Families with Children,2007,Dollars,253024.86488,108
Upper East Side (CD8),All Households,2007,Dollars,132474.02773,108
Upper East Side (CD8),Families,2007,Dollars,229308.57361,108
Upper East Side (CD8),Families without Children,2006,Dollars,212929.55736,108
Upper East Side (CD8),Families with Children,2006,Dollars,264887.17716,108
Upper East Side (CD8),Families,2006,Dollars,235838.32488,108
Upper East Side (CD8),All Households,2006,Dollars,127466.35852,108
Upper East Side (CD8),Families without Children,2005,Dollars,189055.58867,108
Upper East Side (CD8),Families,2005,Dollars,215878.20246,108
Upper East Side (CD8),Families with Children,2005,Dollars,272761.16333,108
Upper East Side (CD8),All Households,2005,Dollars,113805.77498,108
Central Harlem (CD10),Families without Children,2021,Dollars,65862,110
Central Harlem (CD10),Families,2021,Dollars,57542,110
Central Harlem (CD10),Families with Children,2021,Dollars,46868,110
Central Harlem (CD10),All Households,2021,Dollars,45230,110
Central Harlem (CD10),Families,2018,Dollars,59242.30791,110
Central Harlem (CD10),Families with Children,2018,Dollars,63078.20996,110
Central Harlem (CD10),Families without Children,2018,Dollars,50127.36717,110
Central Harlem (CD10),All Households,2019,Dollars,57724.17853,110
Central Harlem (CD10),Families,2019,Dollars,64737.41612,110
Central Harlem (CD10),Families with Children,2019,Dollars,54221.76305,110
Central Harlem (CD10),Families without Children,2019,Dollars,72533.52186,110
Central Harlem (CD10),Families with Children,2017,Dollars,42936.49348,110
Central Harlem (CD10),Families without Children,2017,Dollars,68474.36172,110
Central Harlem (CD10),All Households,2018,Dollars,50961.63047,110
Central Harlem (CD10),All Households,2017,Dollars,53404.18917,110
Central Harlem (CD10),Families,2017,Dollars,56163.71586,110
Central Harlem (CD10),Families without Children,2016,Dollars,62791.34367,110
Central Harlem (CD10),Families with Children,2016,Dollars,49782.4645,110
Central Harlem (CD10),All Households,2016,Dollars,50659.26806,110
Central Harlem (CD10),Families,2016,Dollars,57553.82973,110
Central Harlem (CD10),Families without Children,2015,Dollars,63715.72237,110
Central Harlem (CD10),Families with Children,2015,Dollars,51207.26571,110
Central Harlem (CD10),Families,2015,Dollars,56875.89633,110
Central Harlem (CD10),All Households,2015,Dollars,51652.63407,110
Central Harlem (CD10),Families without Children,2014,Dollars,62923.26694,110
Central Harlem (CD10),Families with Children,2014,Dollars,45950.97962,110
Central Harlem (CD10),Families,2014,Dollars,53736.21612,110
Central Harlem (CD10),All Households,2014,Dollars,45563.45883,110
Central Harlem (CD10),Families without Children,2013,Dollars,54856.67574,110
Central Harlem (CD10),Families with Children,2013,Dollars,35249.39753,110
Central Harlem (CD10),Families,2013,Dollars,46927.49607,110
Central Harlem (CD10),All Households,2013,Dollars,42015.43357,110
Central Harlem (CD10),Families without Children,2012,Dollars,54026.5486,110
Central Harlem (CD10),Families with Children,2012,Dollars,41972.81664,110
Central Harlem (CD10),Families,2012,Dollars,47947.60717,110
Central Harlem (CD10),All Households,2012,Dollars,42633.5963,110
Central Harlem (CD10),Families without Children,2011,Dollars,46582.1843,110
Central Harlem (CD10),Families with Children,2011,Dollars,42435.72445,110
Central Harlem (CD10),Families,2011,Dollars,45087.14599,110
Central Harlem (CD10),All Households,2011,Dollars,41712.39494,110
Central Harlem (CD10),Families with Children,2010,Dollars,39889.72869,110
Central Harlem (CD10),Families without Children,2010,Dollars,49194.09588,110
Central Harlem (CD10),Families,2010,Dollars,46900.46682,110
Central Harlem (CD10),All Households,2010,Dollars,42881.15495,110
Central Harlem (CD10),Families without Children,2009,Dollars,61230.27352,110
Central Harlem (CD10),Families with Children,2009,Dollars,46907.95108,110
Central Harlem (CD10),Families,2009,Dollars,49328.32977,110
Central Harlem (CD10),All Households,2009,Dollars,38847.01624,110
Central Harlem (CD10),Families without Children,2008,Dollars,51283.38126,110
Central Harlem (CD10),Families with Children,2008,Dollars,50426.73668,110
Central Harlem (CD10),Families,2008,Dollars,50925.10299,110
Central Harlem (CD10),All Households,2008,Dollars,41105.30308,110
Central Harlem (CD10),Families without Children,2007,Dollars,53678.18597,110
Central Harlem (CD10),Families with Children,2007,Dollars,38746.18333,110
Central Harlem (CD10),All Households,2007,Dollars,40226.117,110
Central Harlem (CD10),Families,2007,Dollars,44620.83735,110
Central Harlem (CD10),Families without Children,2006,Dollars,47523.40845,110
Central Harlem (CD10),Families with Children,2006,Dollars,42050.83937,110
Central Harlem (CD10),Families,2006,Dollars,44240.13189,110
Central Harlem (CD10),All Households,2006,Dollars,35769.03997,110
Central Harlem (CD10),Families without Children,2005,Dollars,48849.09468,110
Central Harlem (CD10),Families,2005,Dollars,42596.25664,110
Central Harlem (CD10),Families with Children,2005,Dollars,37277.90869,110
Central Harlem (CD10),All Households,2005,Dollars,36766.68764,110
Washington Heights,Families without Children,2021,Dollars,66268,112
Washington Heights,Families,2021,Dollars,61566,112
Washington Heights,Families with Children,2021,Dollars,49473,112
Washington Heights,All Households,2021,Dollars,54717,112
Washington Heights,Families,2018,Dollars,61259.06733,112
Washington Heights,Families with Children,2018,Dollars,60437.62242,112
Washington Heights,Families without Children,2018,Dollars,61934.169,112
Washington Heights,All Households,2019,Dollars,56226.74617,112
Washington Heights,Families,2019,Dollars,62542.23282,112
Washington Heights,Families with Children,2019,Dollars,54473.96218,112
Washington Heights,Families without Children,2019,Dollars,66390.37128,112
Washington Heights,Families with Children,2017,Dollars,65968.47201,112
Washington Heights,Families without Children,2017,Dollars,66776.19145,112
Washington Heights,All Households,2018,Dollars,57677.39661,112
Washington Heights,All Households,2017,Dollars,61375.79229,112
Washington Heights,Families,2017,Dollars,66495.34022,112
Washington Heights,Families without Children,2016,Dollars,67739.17946,112
Washington Heights,Families with Children,2016,Dollars,42903.44111,112
Washington Heights,Families,2016,Dollars,60724.75097,112
Washington Heights,Families without Children,2015,Dollars,61240.95507,112
Washington Heights,All Households,2016,Dollars,57748.05837,112
Washington Heights,Families with Children,2015,Dollars,46524.72776,112
Washington Heights,Families,2015,Dollars,56206.16103,112
Washington Heights,All Households,2015,Dollars,50828.08559,112
Washington Heights,Families without Children,2014,Dollars,54950.44792,112
Washington Heights,Families with Children,2014,Dollars,48067.18011,112
Washington Heights,Families,2014,Dollars,52796.05698,112
Washington Heights,All Households,2014,Dollars,50722.53995,112
Washington Heights,Families without Children,2013,Dollars,52787.60029,112
Washington Heights,Families with Children,2013,Dollars,39492.25411,112
Washington Heights,Families,2013,Dollars,47519.31083,112
Washington Heights,All Households,2013,Dollars,42635.70097,112
Washington Heights,Families without Children,2012,Dollars,49037.72002,112
Washington Heights,Families with Children,2012,Dollars,39359.78604,112
Washington Heights,Families,2012,Dollars,45445.67087,112
Washington Heights,All Households,2012,Dollars,41964.71602,112
Washington Heights,Families without Children,2011,Dollars,47055.35744,112
Washington Heights,Families with Children,2011,Dollars,41580.23686,112
Washington Heights,Families,2011,Dollars,43662.90665,112
Washington Heights,All Households,2011,Dollars,44344.93675,112
Washington Heights,Families with Children,2010,Dollars,45344.68246,112
Washington Heights,Families without Children,2010,Dollars,56682.9768,112
Washington Heights,Families,2010,Dollars,52202.51199,112
Washington Heights,All Households,2010,Dollars,49963.49315,112
Washington Heights,Families without Children,2009,Dollars,51789.43895,112
Washington Heights,Families with Children,2009,Dollars,39693.7168,112
Washington Heights,Families,2009,Dollars,47131.35166,112
Washington Heights,All Households,2009,Dollars,45781.07411,112
Washington Heights,Families without Children,2008,Dollars,60493.24032,112
Washington Heights,Families with Children,2008,Dollars,40091.21441,112
Washington Heights,Families,2008,Dollars,49592.40701,112
Washington Heights,All Households,2008,Dollars,46959.24768,112
Washington Heights,Families without Children,2007,Dollars,57739.30944,112
Washington Heights,Families with Children,2007,Dollars,35571.21685,112
Washington Heights,All Households,2007,Dollars,45667.99669,112
Washington Heights,Families,2007,Dollars,47977.4145,112
Washington Heights,Families without Children,2006,Dollars,54981.30693,112
Washington Heights,Families with Children,2006,Dollars,33144.00804,112
Washington Heights,Families,2006,Dollars,41274.71995,112
Washington Heights,All Households,2006,Dollars,43026.94862,112
Washington Heights,Families without Children,2005,Dollars,48680.06191,112
Washington Heights,Families,2005,Dollars,42644.3554,112
Washington Heights,Families with Children,2005,Dollars,37872.95899,112
Washington Heights,All Households,2005,Dollars,43661.30048,112
