Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
166722,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Summer 2010,06/01/2010,19.57,
336590,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2015,06/01/2015,13.97,
643418,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2019,06/01/2019,12.64,
667256,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2019-20,12/01/2019,22.53,
122017,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,2-Year Summer Average 2009-2010,06/01/2009,25.43,
212575,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Annual Average 2014,12/01/2013,19.26,
167666,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2011,12/01/2010,24.23,
167548,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Annual Average 2009,12/01/2008,25.63,
216559,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2014,06/01/2014,31.54,
216517,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2014,06/01/2014,31.19,
216451,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2014,06/01/2014,32.3,
741279,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2021,01/01/2021,14.64,
172678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2011,12/01/2010,19.28,
172610,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2009,12/01/2008,19.44,
336703,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2015,01/01/2015,25.4,
741267,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Annual Average 2021,01/01/2021,15.83,
167794,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2013,12/01/2012,18.69,
550139,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2017,01/01/2017,17.66,
741273,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2021,01/01/2021,14.66,
412807,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2016,12/31/2015,17.63,
166830,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2012,06/01/2012,19.35,
412088,386,Ozone (O3),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Summer 2016,06/01/2016,32.5,
216393,386,Ozone (O3),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2010,06/01/2010,31.97,
741211,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2020-21,12/01/2020,23.8,
741217,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2020-21,12/01/2020,23.31,
166789,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2011,06/01/2011,19.58,
166730,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2010,06/01/2010,19.61,
172669,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2011,12/01/2010,23.26,
667441,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Annual Average 2020,01/01/2020,15.74,
212566,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2014,12/01/2013,34.74,
602775,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2018,06/01/2018,26.13,
549834,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Winter 2016-17,12/01/2016,34.66,
175316,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Winter 2009-10,12/01/2009,33.62,
667209,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,Greenwich Village - SoHo,Summer 2020,06/01/2020,16.22,
211687,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2014,06/01/2014,17.35,
336715,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2015,01/01/2015,21.57,
172603,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2009,12/01/2008,22.29,
172671,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2011,12/01/2010,21.55,
211678,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Summer 2014,06/01/2014,13.5,
171714,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2012-13,12/01/2012,26.98,
643502,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2019,06/01/2019,17.72,
336716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Summer 2015,06/01/2015,17.36,
667508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2019-20,12/01/2019,25.27,
336694,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2015,01/01/2015,13.55,
212455,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2014,06/01/2014,10.62,
336607,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2015,01/01/2015,15.28,
670940,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2020,06/01/2020,28.33,
549366,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2017,06/01/2017,28.83,
605269,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2018,06/01/2018,29.89,
165907,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2010-11,12/01/2010,30.74,
166674,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,06/01/2009,19.99,
336873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2014-15,12/01/2014,25.06,
166676,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2009,06/01/2009,17.21,
165909,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2010-11,12/01/2010,26.67,
167797,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2013,12/01/2012,16.82,
336879,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Winter 2014-15,12/01/2014,22.67,
221893,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2011,06/01/2011,30.25,
412053,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2016,06/01/2016,31.62,
221916,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2010,06/01/2010,33.99,
221917,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2011,06/01/2011,33.92,
412057,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2016,06/01/2016,33.45,
605299,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2018,06/01/2018,25.57,
549396,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2017,06/01/2017,23.78,
549397,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2017,06/01/2017,24.04,
670909,386,Ozone (O3),Mean,ppb,UHF34,306308,Chelsea-Village,Summer 2020,06/01/2020,28.06,
549969,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Winter 2016-17,12/01/2016,32.3,
602910,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2018,06/01/2018,22.81,
549967,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2017,06/01/2017,25.05,
667473,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2020,06/01/2020,17.92,
605289,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2018,06/01/2018,28.83,
670920,386,Ozone (O3),Mean,ppb,UHF34,303,East Harlem,Summer 2020,06/01/2020,30.19,
549390,386,Ozone (O3),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2017,06/01/2017,30.27,
171565,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2008-09,12/01/2008,32.54,
602848,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,12/01/2017,26.16,
171566,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2008-09,12/01/2008,30.02,
412800,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2016,06/01/2016,14.49,
412799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2015-16,12/01/2015,23.94,
741265,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2020-21,12/01/2020,21.14,
166832,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2012,06/01/2012,19.65,
166891,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2013,06/01/2013,19.36,
412753,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2016,12/31/2015,20.74,
603026,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2018,01/01/2018,19.9,
165886,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Winter 2010-11,12/01/2010,32.5,
166653,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2009,06/01/2009,24.63,
167774,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2013,12/01/2012,22.74,
670949,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2020,06/01/2020,31.59,
122028,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,2-Year Summer Average 2009-2010,06/01/2009,28.58,
549357,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2017,06/01/2017,30.26,
222584,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2012,06/01/2012,34.46,
740984,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2021,06/01/2021,11.69,
176037,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Summer 2012,06/01/2012,17.24,
176675,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,Willowbrook,Annual Average 2012,12/01/2011,15.31,
176667,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,Ridgewood - Forest Hills,Annual Average 2012,12/01/2011,20.99,
176665,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Annual Average 2012,12/01/2011,19.83,
165845,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2009-10,12/01/2009,27.19,
165963,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2011-12,12/01/2011,25.06,
550132,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2017,06/01/2017,14.86,
550134,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2016-17,12/01/2016,25.77,
603075,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,06/01/2018,13.04,
172608,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2009,12/01/2008,33.96,
172676,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2011,12/01/2010,31.41,
211666,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,13.79,
650995,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2019,06/01/2019,28.46,
650993,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2019,06/01/2019,25.41,
338243,386,Ozone (O3),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Summer 2015,06/01/2015,27.49,
338245,386,Ozone (O3),Mean,ppb,UHF34,501502,Northern SI,Summer 2015,06/01/2015,31.19,
216335,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2012,06/01/2012,31.8,
216336,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2013,06/01/2013,28.5,
216348,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2013,06/01/2013,29.5,
743638,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2021,06/01/2021,27.64,
216599,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,06/01/2012,33.94,
216420,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2013,06/01/2013,31.61,
216587,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2012,06/01/2012,34.79,
216588,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,32.27,
743598,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2021,06/01/2021,32.38,
743596,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2021,06/01/2021,31.41,
603092,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2018,01/01/2018,17.71,
605225,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2018,06/01/2018,30.78,
670984,386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2020,06/01/2020,30.85,
122011,386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,2-Year Summer Average 2009-2010,06/01/2009,27.11,
122012,386,Ozone (O3),Mean,ppb,UHF42,208,Canarsie - Flatlands,2-Year Summer Average 2009-2010,06/01/2009,29.0,
122033,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,2-Year Summer Average 2009-2010,06/01/2009,27.77,
122032,386,Ozone (O3),Mean,ppb,UHF42,407,Southwest Queens,2-Year Summer Average 2009-2010,06/01/2009,28.36,
336855,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Winter 2014-15,12/01/2014,25.94,
167525,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Annual Average 2009,12/01/2008,29.65,
549859,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2017,06/01/2017,13.83,
549861,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2016-17,12/01/2016,24.91,
602802,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,12.36,
667257,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Summer 2020,06/01/2020,9.49,
222540,386,Ozone (O3),Mean,ppb,UHF42,306,Chelsea - Clinton,Summer 2010,06/01/2010,25.62,
412498,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2016,12/31/2015,28.36,
602771,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2018,01/01/2018,27.57,
602759,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2018,01/01/2018,21.66,
740951,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2021,06/01/2021,14.42,
175324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2009-10,12/01/2009,25.28,
175408,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,Fresh Meadows,Winter 2011-12,12/01/2011,23.12,
549830,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306,Chelsea - Clinton,Annual Average 2017,01/01/2017,28.46,
336549,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Winter 2014-15,12/01/2014,26.74,
740952,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Annual Average 2021,01/01/2021,18.21,
216605,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2012,06/01/2012,34.95,
216606,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2013,06/01/2013,31.93,
743595,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2021,06/01/2021,31.35,
743613,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2021,06/01/2021,32.37,
216510,386,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2013,06/01/2013,33.64,
166855,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2012,06/01/2012,14.35,
603095,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,01/01/2018,16.26,
741287,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2021,06/01/2021,10.4,
336883,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2015,01/01/2015,17.22,
667843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2020,01/01/2020,13.08,
651053,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2019,06/01/2019,33.58,
338303,386,Ozone (O3),Mean,ppb,CD,413,Queens Village (CD13),Summer 2015,06/01/2015,32.64,
166029,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2012-13,12/01/2012,20.59,
167740,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2012,12/01/2011,17.39,
412768,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2016,12/31/2015,14.64,
166839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2012,06/01/2012,12.62,
166898,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2013,06/01/2013,11.46,
166896,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2013,06/01/2013,9.53,
166837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Summer 2012,06/01/2012,10.96,
741239,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2021,06/01/2021,8.66,
216507,386,Ozone (O3),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2010,06/01/2010,36.2,
166737,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2010,06/01/2010,16.19,
412821,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Summer 2016,06/01/2016,12.15,
166852,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2012,06/01/2012,15.49,
166911,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2013,06/01/2013,15.84,
741284,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2021,06/01/2021,10.53,
167560,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2009,12/01/2008,22.17,
167678,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2011,12/01/2010,21.48,
213451,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,06/01/2014,12.93,
336874,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2015,01/01/2015,18.17,
667837,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2020,01/01/2020,14.28,
643710,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2018-19,12/01/2018,19.91,
651020,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2019,06/01/2019,31.45,
338300,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2015,06/01/2015,33.12,
651050,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2019,06/01/2019,33.94,
216600,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2013,06/01/2013,31.27,
412813,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2016,12/31/2015,17.21,
603086,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2018,01/01/2018,16.55,
166913,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2013,06/01/2013,16.72,
166854,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2012,06/01/2012,16.28,
412819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2016,12/31/2015,17.63,
167719,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2012,12/01/2011,20.08,
167707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2012,12/01/2011,19.02,
167737,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2012,12/01/2011,19.34,
667803,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2020,06/01/2020,10.56,
176035,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2012,06/01/2012,16.49,
216573,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2010,06/01/2010,32.91,
216574,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2011,06/01/2011,32.52,
165888,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2010-11,12/01/2010,32.73,
650968,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2019,06/01/2019,27.77,
338234,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2015,06/01/2015,31.57,
650984,386,Ozone (O3),Mean,ppb,UHF34,402,West Queens,Summer 2019,06/01/2019,29.95,
338236,386,Ozone (O3),Mean,ppb,UHF34,405,Ridgewood - Forest Hills,Summer 2015,06/01/2015,31.81,
650979,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2019,06/01/2019,27.73,
216371,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2012,06/01/2012,33.02,
216372,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2013,06/01/2013,29.73,
216293,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2012,06/01/2012,28.81,
216294,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summer 2013,06/01/2013,26.1,
216521,386,Ozone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2012,06/01/2012,33.63,
216629,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2012,06/01/2012,35.26,
216443,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2012,06/01/2012,32.9,
216444,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2013,06/01/2013,30.37,
743591,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2021,06/01/2021,30.23,
743605,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2021,06/01/2021,30.45,
743604,386,Ozone (O3),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2021,06/01/2021,30.3,
216545,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2012,06/01/2012,33.72,
216546,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2013,06/01/2013,30.74,
743622,386,Ozone (O3),Mean,ppb,CD,304,Bushwick (CD4),Summer 2021,06/01/2021,30.39,
741286,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Winter 2020-21,12/01/2020,20.09,
412774,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2016,12/31/2015,15.91,
603047,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2018,01/01/2018,14.49,
219987,386,Ozone (O3),Mean,ppb,Borough,4,Queens,Summer 2013,06/01/2013,31.6,
550100,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2017,01/01/2017,15.09,
167783,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Annual Average 2013,12/01/2012,16.78,
165895,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Winter 2010-11,12/01/2010,26.08,
166662,375,Nitrogen dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bay (CD15),Summer 2009,06/01/2009,15.63,
165893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Winter 2010-11,12/01/2010,24.44,
