Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Period Type
212960,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,willowbrook,Annual Average 2014,2013-12-01,8.68,,Annual Average
178569,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,fordham - bronx pk,Annual Average 2013,2012-12-01,9.06,,Annual Average
742170,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,fordham - bronx pk,Annual Average 2021,2021-01-01,6.58,,Annual Average
547381,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,crotona -tremont,Annual Average 2017,2017-01-01,8.16,,Annual Average
547435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,upper east side,Annual Average 2017,2017-01-01,8.85,,Annual Average
649945,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,belmont and east tremont (cd6),Annual Average 2019,2019-01-01,7.15,,Annual Average
334276,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,crown heights and prospect heights (cd8),Annual Average 2015,2015-01-01,8.91,,Annual Average
669901,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,crown heights and prospect heights (cd8),Annual Average 2020,2020-01-01,6.31,,Annual Average
669949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Annual Average 2020,2020-01-01,6.12,,Annual Average
176563,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Annual Average 2010,2009-12-01,23.43,,Annual Average
176567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210,coney island - sheepshead bay,Annual Average 2010,2009-12-01,19.01,,Annual Average
176647,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206,borough park,Annual Average 2012,2011-12-01,20.87,,Annual Average
176671,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,409,southeast queens,Annual Average 2012,2011-12-01,17.34,,Annual Average
547726,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,long island city and astoria (cd1),Annual Average 2017,2017-01-01,7.69,,Annual Average
742521,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,long island city and astoria (cd1),Annual Average 2021,2021-01-01,6.76,,Annual Average
742470,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,fort greene and brooklyn heights (cd2),Annual Average 2021,2021-01-01,7.1,,Annual Average
170457,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,south beach and willowbrook (cd2),Annual Average 2013,2012-12-01,8.05,,Annual Average
547672,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,greenpoint and williamsburg (cd1),Annual Average 2017,2017-01-01,9.06,,Annual Average
212957,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,rockaways,Annual Average 2014,2013-12-01,7.69,,Annual Average
212935,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,bensonhurst - bay ridge,Annual Average 2014,2013-12-01,8.62,,Annual Average
212956,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Annual Average 2014,2013-12-01,8.02,,Annual Average
334222,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,hunts point and longwood (cd2),Annual Average 2015,2015-01-01,9.85,,Annual Average
547723,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,flatlands and canarsie (cd18),Annual Average 2017,2017-01-01,6.99,,Annual Average
170427,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,bushwick (cd4),Annual Average 2013,2012-12-01,8.82,,Annual Average
170458,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,tottenville and great kills (cd3),Annual Average 2013,2012-12-01,7.84,,Annual Average
170178,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,morrisania and crotona (cd3),Annual Average 2009,2008-12-01,11.37,,Annual Average
170296,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,morrisania and crotona (cd3),Annual Average 2011,2010-12-01,11.09,,Annual Average
669591,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,morrisania and crotona (cd3),Annual Average 2020,2020-01-01,6.22,,Annual Average
170166,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,lower east side and chinatown (cd3),Annual Average 2009,2008-12-01,11.85,,Annual Average
170284,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,lower east side and chinatown (cd3),Annual Average 2011,2010-12-01,11.26,,Annual Average
669601,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,lower east side and chinatown (cd3),Annual Average 2020,2020-01-01,7.51,,Annual Average
178580,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,east flatbush - flatbush,Annual Average 2013,2012-12-01,8.6,,Annual Average
547441,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,gramercy park - murray hill,Annual Average 2017,2017-01-01,10.33,,Annual Average
178592,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,greenwich village - soho,Annual Average 2013,2012-12-01,10.81,,Annual Average
742239,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,greenwich village - soho,Annual Average 2021,2021-01-01,8.22,,Annual Average
547471,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,southwest queens,Annual Average 2017,2017-01-01,6.94,,Annual Average
176653,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,washington heights,Annual Average 2012,2011-12-01,23.15,,Annual Average
212958,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,port richmond,Annual Average 2014,2013-12-01,8.79,,Annual Average
410989,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,upper east side (cd8),Annual Average 2016,2015-12-31,9.1,,Annual Average
334210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,central harlem (cd10),Annual Average 2015,2015-01-01,9.29,,Annual Average
669576,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,central harlem (cd10),Annual Average 2020,2020-01-01,6.36,,Annual Average
170175,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,washington heights and inwood (cd12),Annual Average 2009,2008-12-01,11.55,,Annual Average
170293,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,washington heights and inwood (cd12),Annual Average 2011,2010-12-01,11.13,,Annual Average
547369,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,kingsbridge - riverdale,Annual Average 2017,2017-01-01,7.41,,Annual Average
742218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,washington heights,Annual Average 2021,2021-01-01,6.86,,Annual Average
178595,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,long island city - astoria,Annual Average 2013,2012-12-01,9.6,,Annual Average
649999,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,borough park (cd12),Annual Average 2019,2019-01-01,6.37,,Annual Average
550130,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,ridgewood and maspeth (cd5),Annual Average 2017,2017-01-01,18.8,,Annual Average
741264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,405,ridgewood and maspeth (cd5),Annual Average 2021,2021-01-01,17.51,,Annual Average
176636,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,northeast bronx,Annual Average 2012,2011-12-01,20.02,,Annual Average
547738,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Annual Average 2017,2017-01-01,7.67,,Annual Average
742533,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Annual Average 2021,2021-01-01,6.96,,Annual Average
212939,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,central harlem - morningside heights,Annual Average 2014,2013-12-01,9.73,,Annual Average
669856,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,fordham and university heights (cd5),Annual Average 2020,2020-01-01,6.21,,Annual Average
334195,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,midtown (cd5),Annual Average 2015,2015-01-01,12.28,,Annual Average
669595,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,midtown (cd5),Annual Average 2020,2020-01-01,9.24,,Annual Average
547468,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Annual Average 2017,2017-01-01,7.05,,Annual Average
742233,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,chelsea - clinton,Annual Average 2021,2021-01-01,8.44,,Annual Average
547717,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Annual Average 2017,2017-01-01,7.62,,Annual Average
742512,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Annual Average 2021,2021-01-01,6.52,,Annual Average
170203,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Annual Average 2009,2008-12-01,10.78,,Annual Average
214162,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2014,2013-12-01,8.03,,Annual Average
603041,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,coney island (cd13),Annual Average 2018,2018-01-01,13.63,,Annual Average
412822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Annual Average 2016,2015-12-31,16.21,,Annual Average
167622,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Annual Average 2010,2009-12-01,19.14,,Annual Average
649669,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,fordham - bronx pk,Annual Average 2019,2019-01-01,6.7,,Annual Average
176655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Annual Average 2012,2011-12-01,25.32,,Annual Average
178536,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,sunset park,Annual Average 2012,2011-12-01,9.59,,Annual Average
178587,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,east harlem,Annual Average 2013,2012-12-01,9.73,,Annual Average
178607,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,willowbrook,Annual Average 2013,2012-12-01,8.22,,Annual Average
547489,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,willowbrook,Annual Average 2017,2017-01-01,7.05,,Annual Average
178555,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2012,2011-12-01,8.9,,Annual Average
178565,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503,willowbrook,Annual Average 2012,2011-12-01,8.52,,Annual Average
669826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,crotona -tremont,Annual Average 2020,2020-01-01,6.28,,Annual Average
176709,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,ridgewood - forest hills,Annual Average 2013,2012-12-01,20.3,,Annual Average
334312,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,woodside and sunnyside (cd2),Annual Average 2015,2015-01-01,10.31,,Annual Average
669604,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,greenwich village and soho (cd2),Annual Average 2020,2020-01-01,8.54,,Annual Average
547405,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,borough park,Annual Average 2017,2017-01-01,7.27,,Annual Average
742200,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,borough park,Annual Average 2021,2021-01-01,6.43,,Annual Average
179665,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,manhattan,Annual Average 2013,2012-12-01,10.73,,Annual Average
178593,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,union square - lower east side,Annual Average 2013,2012-12-01,10.15,,Annual Average
178603,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Annual Average 2013,2012-12-01,7.85,,Annual Average
547768,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Annual Average 2017,2017-01-01,7.03,,Annual Average
742563,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Annual Average 2021,2021-01-01,6.34,,Annual Average
170443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,woodside and sunnyside (cd2),Annual Average 2013,2012-12-01,10.05,,Annual Average
547729,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,woodside and sunnyside (cd2),Annual Average 2017,2017-01-01,8.93,,Annual Average
170220,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Annual Average 2009,2008-12-01,9.99,,Annual Average
170338,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Annual Average 2011,2010-12-01,9.58,,Annual Average
170324,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,long island city and astoria (cd1),Annual Average 2011,2010-12-01,10.38,,Annual Average
742269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,jamaica,Annual Average 2021,2021-01-01,6.43,,Annual Average
649900,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103,lower east side and chinatown (cd3),Annual Average 2019,2019-01-01,8.67,,Annual Average
742515,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Annual Average 2021,2021-01-01,6.47,,Annual Average
547774,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,tottenville and great kills (cd3),Annual Average 2017,2017-01-01,6.6,,Annual Average
742569,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,tottenville and great kills (cd3),Annual Average 2021,2021-01-01,6.03,,Annual Average
742527,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,jackson heights (cd3),Annual Average 2021,2021-01-01,6.64,,Annual Average
742530,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2021,2021-01-01,6.71,,Annual Average
170444,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,jackson heights (cd3),Annual Average 2013,2012-12-01,8.43,,Annual Average
170445,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2013,2012-12-01,8.86,,Annual Average
547735,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2017,2017-01-01,7.54,,Annual Average
547732,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,jackson heights (cd3),Annual Average 2017,2017-01-01,7.18,,Annual Average
334315,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,jackson heights (cd3),Annual Average 2015,2015-01-01,8.34,,Annual Average
170327,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2011,2010-12-01,10.3,,Annual Average
170209,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2009,2008-12-01,10.73,,Annual Average
669943,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Annual Average 2020,2020-01-01,6.46,,Annual Average
170322,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Annual Average 2011,2010-12-01,10.23,,Annual Average
170204,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Annual Average 2009,2008-12-01,10.57,,Annual Average
669928,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Annual Average 2020,2020-01-01,5.97,,Annual Average
170205,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,flatlands and canarsie (cd18),Annual Average 2009,2008-12-01,9.81,,Annual Average
170210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Annual Average 2009,2008-12-01,10.7,,Annual Average
170328,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Annual Average 2011,2010-12-01,10.23,,Annual Average
178449,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,downtown - heights - slope,Annual Average 2010,2009-12-01,10.49,,Annual Average
742221,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,central harlem - morningside heights,Annual Average 2021,2021-01-01,6.78,,Annual Average
742263,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Annual Average 2021,2021-01-01,6.27,,Annual Average
178526,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,northeast bronx,Annual Average 2012,2011-12-01,9.11,,Annual Average
178432,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Annual Average 2009,2008-12-01,10.0,,Annual Average
549860,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Annual Average 2017,2017-01-01,18.11,,Annual Average
740994,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Annual Average 2021,2021-01-01,14.9,,Annual Average
170451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Annual Average 2013,2012-12-01,7.99,,Annual Average
547753,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Annual Average 2017,2017-01-01,6.79,,Annual Average
742548,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Annual Average 2021,2021-01-01,6.19,,Annual Average
669913,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312,borough park (cd12),Annual Average 2020,2020-01-01,5.99,,Annual Average
669871,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,throgs neck and co-op city (cd10),Annual Average 2020,2020-01-01,6.07,,Annual Average
170305,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,williamsbridge and baychester (cd12),Annual Average 2011,2010-12-01,10.41,,Annual Average
170187,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,williamsbridge and baychester (cd12),Annual Average 2009,2008-12-01,10.64,,Annual Average
669877,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,williamsbridge and baychester (cd12),Annual Average 2020,2020-01-01,5.92,,Annual Average
170217,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Annual Average 2009,2008-12-01,9.92,,Annual Average
170335,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Annual Average 2011,2010-12-01,9.54,,Annual Average
649684,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,greenpoint,Annual Average 2019,2019-01-01,8.56,,Annual Average
178448,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,greenpoint,Annual Average 2010,2009-12-01,10.57,,Annual Average
549857,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,ridgewood - forest hills,Annual Average 2017,2017-01-01,18.65,,Annual Average
176717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,willowbrook,Annual Average 2013,2012-12-01,14.69,,Annual Average
549881,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,willowbrook,Annual Average 2017,2017-01-01,13.86,,Annual Average
740991,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405,ridgewood - forest hills,Annual Average 2021,2021-01-01,16.04,,Annual Average
602729,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Annual Average 2018,2018-01-01,19.42,,Annual Average
602735,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Annual Average 2018,2018-01-01,19.67,,Annual Average
602792,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,flushing - clearview,Annual Average 2018,2018-01-01,17.63,,Annual Average
550154,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Annual Average 2017,2017-01-01,16.49,,Annual Average
741288,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Annual Average 2021,2021-01-01,14.62,,Annual Average
170454,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2013,2012-12-01,7.87,,Annual Average
547762,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2017,2017-01-01,6.77,,Annual Average
742557,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2021,2021-01-01,6.34,,Annual Average
334291,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,coney island (cd13),Annual Average 2015,2015-01-01,7.62,,Annual Average
669922,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,sheepshead bay (cd15),Annual Average 2020,2020-01-01,5.69,,Annual Average
170218,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2009,2008-12-01,9.37,,Annual Average
170336,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Annual Average 2011,2010-12-01,9.17,,Annual Average
179646,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,queens,Annual Average 2009,2008-12-01,10.05,,Annual Average
669844,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,queens,Annual Average 2020,2020-01-01,6.06,,Annual Average
212095,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Annual Average 2014,2013-12-01,9.8,,Annual Average
212081,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,long island city - astoria,Annual Average 2014,2013-12-01,9.98,,Annual Average
649681,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,hunts point - mott haven,Annual Average 2019,2019-01-01,7.52,,Annual Average
176533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,gramercy park - murray hill,Annual Average 2009,2008-12-01,43.32,,Annual Average
336562,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,gramercy park - murray hill,Annual Average 2015,2015-01-01,31.23,,Annual Average
336565,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,greenwich village - soho,Annual Average 2015,2015-01-01,26.27,,Annual Average
667207,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,greenwich village - soho,Annual Average 2020,2020-01-01,21.32,,Annual Average
669934,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,long island city and astoria (cd1),Annual Average 2020,2020-01-01,6.47,,Annual Average
334258,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,fort greene and brooklyn heights (cd2),Annual Average 2015,2015-01-01,9.83,,Annual Average
176619,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309,union square - lower east side,Annual Average 2011,2010-12-01,30.45,,Annual Average
178530,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106,high bridge - morrisania,Annual Average 2012,2011-12-01,10.26,,Annual Average
178604,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,rockaways,Annual Average 2013,2012-12-01,7.61,,Annual Average
742272,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Annual Average 2021,2021-01-01,6.23,,Annual Average
602957,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,morningside heights and hamilton heights (cd9),Annual Average 2018,2018-01-01,21.51,,Annual Average
412762,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Annual Average 2016,2015-12-31,18.05,,Annual Average
412720,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,parkchester and soundview (cd9),Annual Average 2016,2015-12-31,18.81,,Annual Average
643579,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,east harlem (cd11),Annual Average 2019,2019-01-01,19.41,,Annual Average
167618,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,kew gardens and woodhaven (cd9),Annual Average 2010,2009-12-01,22.77,,Annual Average
602726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,downtown - heights - slope,Annual Average 2018,2018-01-01,21.14,,Annual Average
412432,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,northeast bronx,Annual Average 2016,2015-12-31,17.52,,Annual Average
602705,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,northeast bronx,Annual Average 2018,2018-01-01,16.16,,Annual Average
602801,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Annual Average 2018,2018-01-01,17.34,,Annual Average
412486,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,central harlem - morningside heights,Annual Average 2016,2015-12-31,22.19,,Annual Average
178400,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,northeast bronx,Annual Average 2009,2008-12-01,10.68,,Annual Average
334021,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,chelsea - clinton,Annual Average 2015,2015-01-01,11.39,,Annual Average
669769,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,chelsea - clinton,Annual Average 2020,2020-01-01,8.5,,Annual Average
178600,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Annual Average 2013,2012-12-01,8.21,,Annual Average
178558,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Annual Average 2012,2011-12-01,8.63,,Annual Average
178513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2011,2010-12-01,10.05,,Annual Average
742254,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2021,2021-01-01,6.45,,Annual Average
178599,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,ridgewood - forest hills,Annual Average 2013,2012-12-01,8.51,,Annual Average
547465,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,ridgewood - forest hills,Annual Average 2017,2017-01-01,7.32,,Annual Average
547459,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2017,2017-01-01,7.27,,Annual Average
178557,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,ridgewood - forest hills,Annual Average 2012,2011-12-01,8.83,,Annual Average
178429,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2009,2008-12-01,10.16,,Annual Average
669748,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Annual Average 2020,2020-01-01,6.24,,Annual Average
602927,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Annual Average 2018,2018-01-01,20.25,,Annual Average
174254,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,borough park,Annual Average 2013,2012-12-01,8.49,,Annual Average
643405,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,west queens,Annual Average 2019,2019-01-01,18.67,,Annual Average
643435,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,stapleton - st. george,Annual Average 2019,2019-01-01,13.33,,Annual Average
742545,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,kew gardens and woodhaven (cd9),Annual Average 2021,2021-01-01,6.46,,Annual Average
212959,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Annual Average 2014,2013-12-01,8.34,,Annual Average
334207,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,morningside heights and hamilton heights (cd9),Annual Average 2015,2015-01-01,9.44,,Annual Average
742251,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,west queens,Annual Average 2021,2021-01-01,7.14,,Annual Average
170452,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,bayside and little neck (cd11),Annual Average 2013,2012-12-01,8.06,,Annual Average
742551,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,bayside and little neck (cd11),Annual Average 2021,2021-01-01,6.28,,Annual Average
334249,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,morris park and bronxdale (cd11),Annual Average 2015,2015-01-01,8.91,,Annual Average
