Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Period Type
334053,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Winter 2014-15,2014-12-01,8.81,,Seasonal
336591,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Winter 2014-15,2014-12-01,23.98,,Seasonal
175996,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Summer 2011,2011-06-01,17.57,,Seasonal
649916,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,upper east side (cd8),Summer 2019,2019-06-01,9.17,,Seasonal
669577,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,central harlem (cd10),Winter 2019-20,2019-12-01,7.54,,Seasonal
649928,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,washington heights and inwood (cd12),Summer 2019,2019-06-01,8.21,,Seasonal
669583,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,washington heights and inwood (cd12),Winter 2019-20,2019-12-01,7.33,,Seasonal
169330,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Summer 2009,2009-06-01,9.98,,Seasonal
168563,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Winter 2010-11,2010-12-01,11.47,,Seasonal
334338,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Winter 2014-15,2014-12-01,8.3,,Seasonal
169332,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Summer 2009,2009-06-01,10.12,,Seasonal
168565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Winter 2010-11,2010-12-01,11.82,,Seasonal
334344,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Winter 2014-15,2014-12-01,8.6,,Seasonal
649959,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,throgs neck and co-op city (cd10),Winter 2018-19,2018-12-01,7.3,,Seasonal
213954,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,williamsbridge and baychester (cd12),Summer 2014,2014-06-01,8.64,,Seasonal
213982,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,south ozone park and howard beach (cd10),Summer 2014,2014-06-01,7.91,,Seasonal
213984,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,jamaica and hollis (cd12),Summer 2014,2014-06-01,8.11,,Seasonal
410993,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,central harlem (cd10),Winter 2015-16,2015-12-01,8.35,,Seasonal
742420,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,central harlem (cd10),Winter 2020-21,2020-12-01,6.72,,Seasonal
177146,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,greenpoint,Winter 2008-09,2008-12-01,14.25,,Seasonal
669816,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,greenpoint,Winter 2019-20,2019-12-01,8.59,,Seasonal
175373,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,willowbrook,Winter 2010-11,2010-12-01,23.98,,Seasonal
336612,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,willowbrook,Winter 2014-15,2014-12-01,19.93,,Seasonal
175919,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503,willowbrook,Summer 2009,2009-06-01,14.0,,Seasonal
175930,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Summer 2010,2010-06-01,20.85,,Seasonal
175974,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2011,2011-06-01,19.22,,Seasonal
412461,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2016,2016-06-01,15.07,,Seasonal
175925,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,crotona -tremont,Summer 2010,2010-06-01,22.54,,Seasonal
175951,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,flushing - clearview,Summer 2010,2010-06-01,17.83,,Seasonal
412518,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,flushing - clearview,Summer 2016,2016-06-01,14.08,,Seasonal
175941,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2010,2010-06-01,24.41,,Seasonal
412487,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Winter 2015-16,2015-12-01,25.95,,Seasonal
412488,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2016,2016-06-01,17.82,,Seasonal
176014,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,bedford stuyvesant - crown heights,Summer 2012,2012-06-01,19.0,,Seasonal
176016,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2012,2012-06-01,17.13,,Seasonal
176058,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205,sunset park,Summer 2013,2013-06-01,16.77,,Seasonal
740906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,crotona -tremont,Summer 2021,2021-06-01,13.82,,Seasonal
176077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403,flushing - clearview,Summer 2013,2013-06-01,15.61,,Seasonal
176067,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2013,2013-06-01,20.7,,Seasonal
176025,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2012,2012-06-01,21.24,,Seasonal
740954,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,east harlem,Summer 2021,2021-06-01,14.52,,Seasonal
336885,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,queens village (cd13),Winter 2014-15,2014-12-01,22.77,,Seasonal
168566,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Winter 2010-11,2010-12-01,11.43,,Seasonal
334347,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Winter 2014-15,2014-12-01,8.23,,Seasonal
650010,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,sheepshead bay (cd15),Winter 2018-19,2018-12-01,6.73,,Seasonal
213985,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Summer 2014,2014-06-01,7.74,,Seasonal
742501,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,coney island (cd13),Winter 2020-21,2020-12-01,6.58,,Seasonal
169451,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Summer 2011,2011-06-01,10.81,,Seasonal
169392,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Summer 2010,2010-06-01,10.99,,Seasonal
411129,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Summer 2016,2016-06-01,7.08,,Seasonal
411128,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Winter 2015-16,2015-12-01,6.9,,Seasonal
742555,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,queens village (cd13),Winter 2020-21,2020-12-01,6.62,,Seasonal
412421,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,queens,Winter 2015-16,2015-12-01,22.45,,Seasonal
605862,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,jamaica,Summer 2018,2018-06-01,8.25,,Seasonal
173224,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Winter 2011-12,2011-12-01,10.95,,Seasonal
173210,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,long island city - astoria,Winter 2011-12,2011-12-01,9.91,,Seasonal
547551,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,long island city - astoria,Summer 2017,2017-06-01,10.23,,Seasonal
173156,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Winter 2009-10,2009-12-01,11.75,,Seasonal
411008,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203,morrisania and crotona (cd3),Winter 2015-16,2015-12-01,8.42,,Seasonal
742438,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,highbridge and concourse (cd4),Winter 2020-21,2020-12-01,6.62,,Seasonal
605683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,hunts point - mott haven,Winter 2017-18,2017-12-01,8.78,,Seasonal
649682,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,hunts point - mott haven,Summer 2019,2019-06-01,8.71,,Seasonal
643392,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,gramercy park - murray hill,Winter 2018-19,2018-12-01,29.66,,Seasonal
643395,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308,greenwich village - soho,Winter 2018-19,2018-12-01,27.47,,Seasonal
169442,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Summer 2011,2011-06-01,11.6,,Seasonal
411101,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404,elmhurst and corona (cd4),Winter 2015-16,2015-12-01,8.13,,Seasonal
169378,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Summer 2010,2010-06-01,11.92,,Seasonal
169437,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Summer 2011,2011-06-01,11.53,,Seasonal
411086,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317,east flatbush (cd17),Winter 2015-16,2015-12-01,8.52,,Seasonal
169438,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,flatlands and canarsie (cd18),Summer 2011,2011-06-01,11.1,,Seasonal
411090,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318,flatlands and canarsie (cd18),Summer 2016,2016-06-01,7.75,,Seasonal
169364,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,bedford stuyvesant (cd3),Summer 2010,2010-06-01,12.04,,Seasonal
411045,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,bedford stuyvesant (cd3),Summer 2016,2016-06-01,8.38,,Seasonal
169424,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,bushwick (cd4),Summer 2011,2011-06-01,11.64,,Seasonal
169365,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304,bushwick (cd4),Summer 2010,2010-06-01,12.06,,Seasonal
411002,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,mott haven and melrose (cd1),Winter 2015-16,2015-12-01,9.03,,Seasonal
411006,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,hunts point and longwood (cd2),Summer 2016,2016-06-01,9.19,,Seasonal
742432,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,hunts point and longwood (cd2),Winter 2020-21,2020-12-01,7.41,,Seasonal
742522,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,woodside and sunnyside (cd2),Winter 2020-21,2020-12-01,7.93,,Seasonal
410967,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,financial district (cd1),Summer 2016,2016-06-01,9.83,,Seasonal
742393,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,financial district (cd1),Winter 2020-21,2020-12-01,7.79,,Seasonal
410969,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,greenwich village and soho (cd2),Winter 2015-16,2015-12-01,10.17,,Seasonal
169394,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Summer 2010,2010-06-01,11.57,,Seasonal
169453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Summer 2011,2011-06-01,11.16,,Seasonal
411134,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,st. george and stapleton (cd1),Winter 2015-16,2015-12-01,7.87,,Seasonal
411041,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,fort greene and brooklyn heights (cd2),Winter 2015-16,2015-12-01,9.76,,Seasonal
742468,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,fort greene and brooklyn heights (cd2),Winter 2020-21,2020-12-01,7.29,,Seasonal
177260,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,rockaways,Winter 2010-11,2010-12-01,10.28,,Seasonal
177238,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,bensonhurst - bay ridge,Winter 2010-11,2010-12-01,12.14,,Seasonal
177259,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Winter 2010-11,2010-12-01,11.44,,Seasonal
741149,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,morningside heights and hamilton heights (cd9),Summer 2021,2021-06-01,14.19,,Seasonal
741227,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Summer 2021,2021-06-01,10.92,,Seasonal
165773,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Winter 2008-09,2008-12-01,27.72,,Seasonal
603037,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Winter 2017-18,2017-12-01,22.88,,Seasonal
602995,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,parkchester and soundview (cd9),Winter 2017-18,2017-12-01,24.24,,Seasonal
213245,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,morris park and bronxdale (cd11),Winter 2013-14,2013-12-01,25.4,,Seasonal
213273,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,kew gardens and woodhaven (cd9),Winter 2013-14,2013-12-01,28.18,,Seasonal
603091,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,bayside and little neck (cd11),Winter 2017-18,2017-12-01,22.26,,Seasonal
165771,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,south crown heights and lefferts gardens (cd9),Winter 2008-09,2008-12-01,32.39,,Seasonal
603031,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,south crown heights and lefferts gardens (cd9),Winter 2017-18,2017-12-01,25.75,,Seasonal
412682,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,morningside heights and hamilton heights (cd9),Winter 2015-16,2015-12-01,25.49,,Seasonal
412760,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Winter 2015-16,2015-12-01,23.16,,Seasonal
643580,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,east harlem (cd11),Summer 2019,2019-06-01,16.7,,Seasonal
336824,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Summer 2015,2015-06-01,13.62,,Seasonal
643652,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,bensonhurst (cd11),Summer 2019,2019-06-01,12.81,,Seasonal
667832,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,bayside and little neck (cd11),Winter 2019-20,2019-12-01,20.33,,Seasonal
412526,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Winter 2015-16,2015-12-01,22.71,,Seasonal
740992,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,406,fresh meadows,Winter 2020-21,2020-12-01,20.0,,Seasonal
175982,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,central harlem - morningside heights,Summer 2011,2011-06-01,23.92,,Seasonal
740950,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,302,central harlem - morningside heights,Winter 2020-21,2020-12-01,21.82,,Seasonal
176013,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,downtown - heights - slope,Summer 2012,2012-06-01,20.18,,Seasonal
740918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,downtown - heights - slope,Summer 2021,2021-06-01,14.56,,Seasonal
649668,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,northeast bronx,Winter 2018-19,2018-12-01,7.19,,Seasonal
411105,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Summer 2016,2016-06-01,8.43,,Seasonal
411104,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Winter 2015-16,2015-12-01,8.57,,Seasonal
649764,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,fresh meadows,Winter 2018-19,2018-12-01,6.83,,Seasonal
411084,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Summer 2016,2016-06-01,8.38,,Seasonal
411083,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Winter 2015-16,2015-12-01,8.69,,Seasonal
742510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,brownsville (cd16),Winter 2020-21,2020-12-01,6.73,,Seasonal
169443,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Summer 2011,2011-06-01,11.65,,Seasonal
168617,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Winter 2011-12,2011-12-01,9.17,,Seasonal
168499,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,ridgewood and maspeth (cd5),Winter 2009-10,2009-12-01,9.75,,Seasonal
177819,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,downtown - heights - slope,Summer 2010,2010-06-01,12.73,,Seasonal
649731,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,upper east side,Winter 2018-19,2018-12-01,8.96,,Seasonal
742534,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Winter 2020-21,2020-12-01,6.57,,Seasonal
169446,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,hillcrest and fresh meadows (cd8),Summer 2011,2011-06-01,11.09,,Seasonal
169387,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,hillcrest and fresh meadows (cd8),Summer 2010,2010-06-01,11.38,,Seasonal
411113,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,hillcrest and fresh meadows (cd8),Winter 2015-16,2015-12-01,7.48,,Seasonal
742540,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,hillcrest and fresh meadows (cd8),Winter 2020-21,2020-12-01,6.46,,Seasonal
169444,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Summer 2011,2011-06-01,11.46,,Seasonal
169385,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Summer 2010,2010-06-01,11.82,,Seasonal
411107,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Winter 2015-16,2015-12-01,7.96,,Seasonal
411108,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,rego park and forest hills (cd6),Summer 2016,2016-06-01,8.05,,Seasonal
212824,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Summer 2014,2014-06-01,8.19,,Seasonal
177253,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Winter 2010-11,2010-12-01,12.56,,Seasonal
177255,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,ridgewood - forest hills,Winter 2010-11,2010-12-01,12.3,,Seasonal
334050,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,405,ridgewood - forest hills,Winter 2014-15,2014-12-01,9.09,,Seasonal
334044,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Winter 2014-15,2014-12-01,9.23,,Seasonal
177813,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,fordham - bronx pk,Summer 2010,2010-06-01,11.97,,Seasonal
649755,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403,flushing - clearview,Winter 2018-19,2018-12-01,7.24,,Seasonal
547593,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Summer 2017,2017-06-01,10.15,,Seasonal
605889,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Summer 2018,2018-06-01,9.08,,Seasonal
547595,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Winter 2016-17,2016-12-01,8.68,,Seasonal
669611,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,south bronx,Summer 2020,2020-06-01,7.39,,Seasonal
172102,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2009,2009-06-01,24.57,,Seasonal
171660,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Winter 2010-11,2010-12-01,31.18,,Seasonal
412586,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,canarsie - flatlands,Winter 2015-16,2015-12-01,20.86,,Seasonal
741091,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Winter 2020-21,2020-12-01,20.88,,Seasonal
172156,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Summer 2011,2011-06-01,20.69,,Seasonal
172122,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Summer 2010,2010-06-01,20.91,,Seasonal
412610,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Winter 2015-16,2015-12-01,25.17,,Seasonal
412652,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Winter 2015-16,2015-12-01,24.29,,Seasonal
741118,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Winter 2020-21,2020-12-01,21.48,,Seasonal
172182,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,canarsie - flatlands,Summer 2012,2012-06-01,12.43,,Seasonal
741092,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,jamaica,Summer 2021,2021-06-01,10.79,,Seasonal
172190,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,long island city - astoria,Summer 2012,2012-06-01,18.77,,Seasonal
172238,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2013,2013-06-01,18.56,,Seasonal
741119,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,south bronx,Summer 2021,2021-06-01,14.46,,Seasonal
173168,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,canarsie - flatlands,Winter 2010-11,2010-12-01,11.81,,Seasonal
175288,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,stapleton - st. george,Winter 2008-09,2008-12-01,23.27,,Seasonal
168562,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,kew gardens and woodhaven (cd9),Winter 2010-11,2010-12-01,12.01,,Seasonal
334335,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,kew gardens and woodhaven (cd9),Winter 2014-15,2014-12-01,8.82,,Seasonal
177304,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Winter 2011-12,2011-12-01,8.04,,Seasonal
177220,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Winter 2009-10,2009-12-01,8.83,,Seasonal
547487,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Winter 2016-17,2016-12-01,7.08,,Seasonal
547485,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Summer 2017,2017-06-01,8.15,,Seasonal
605781,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Summer 2018,2018-06-01,7.46,,Seasonal
669719,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,stapleton - st. george,Summer 2020,2020-06-01,6.56,,Seasonal
742417,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,morningside heights and hamilton heights (cd9),Winter 2020-21,2020-12-01,6.76,,Seasonal
334208,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109,morningside heights and hamilton heights (cd9),Summer 2015,2015-06-01,10.04,,Seasonal
168564,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,bayside and little neck (cd11),Winter 2010-11,2010-12-01,12.11,,Seasonal
169331,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,bayside and little neck (cd11),Summer 2009,2009-06-01,9.86,,Seasonal
334341,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,bayside and little neck (cd11),Winter 2014-15,2014-12-01,8.8,,Seasonal
649956,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,209,parkchester and soundview (cd9),Winter 2018-19,2018-12-01,7.39,,Seasonal
213953,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,morris park and bronxdale (cd11),Summer 2014,2014-06-01,8.53,,Seasonal
177804,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,jamaica,Summer 2009,2009-06-01,10.13,,Seasonal
177803,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,southwest queens,Summer 2009,2009-06-01,10.13,,Seasonal
177257,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,southwest queens,Winter 2010-11,2010-12-01,11.69,,Seasonal
334056,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,southwest queens,Winter 2014-15,2014-12-01,8.51,,Seasonal
177258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,jamaica,Winter 2010-11,2010-12-01,11.87,,Seasonal
649683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,hunts point - mott haven,Winter 2018-19,2018-12-01,8.03,,Seasonal
175368,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,jamaica,Winter 2010-11,2010-12-01,28.44,,Seasonal
175367,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,southwest queens,Winter 2010-11,2010-12-01,29.53,,Seasonal
336594,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,southwest queens,Winter 2014-15,2014-12-01,24.5,,Seasonal
175927,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Summer 2010,2010-06-01,20.82,,Seasonal
412445,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Winter 2015-16,2015-12-01,24.04,,Seasonal
179348,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,bronx,Summer 2010,2010-06-01,19.42,,Seasonal
412469,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,canarsie - flatlands,Winter 2015-16,2015-12-01,20.86,,Seasonal
740935,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,canarsie - flatlands,Winter 2020-21,2020-12-01,21.17,,Seasonal
175997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407,southwest queens,Summer 2011,2011-06-01,17.53,,Seasonal
412533,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,jamaica,Summer 2016,2016-06-01,13.11,,Seasonal
176011,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Summer 2012,2012-06-01,17.94,,Seasonal
176053,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,hunts point - mott haven,Summer 2013,2013-06-01,17.46,,Seasonal
177805,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Summer 2009,2009-06-01,9.65,,Seasonal
334062,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409,southeast queens,Winter 2014-15,2014-12-01,8.23,,Seasonal
649701,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,borough park,Winter 2018-19,2018-12-01,6.93,,Seasonal
175916,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410,rockaways,Summer 2009,2009-06-01,8.57,,Seasonal
